"export-plot data (NetLogo 5.2.1)"
"Wolf Sheep Predation.nlogo"
"11/15/2015 19:39:54:468 -0500"

"MODEL SETTINGS"
"initial-number-sheep","sheep-reproduce","grass?","wolf-reproduce","initial-number-wolves","sheep-gain-from-food","grass-regrowth-time","show-energy?","wolf-gain-from-food"
"100","4","false","5","50","4","20","false","20"

"""populations"""
"x min","x max","y min","y max","autoplot?","current pen","legend open?","number of pens"
"0","776","0","18400","true","""sheep""","false","3"

"pen name","pen down?","mode","interval","color","x"
"""sheep""","true","0","1","105","694"
"""wolves""","true","0","1","15","694"
"""grass / 4""","true","0","1","55","0"

"""sheep""",,,,"""wolves""",,,,"""grass / 4"""
"x","y","color","pen down?","x","y","color","pen down?","x","y","color","pen down?"
"544","0","105","true","544","684","15","true",,,,
"545","0","105","true","545","650","15","true",,,,
"546","0","105","true","546","622","15","true",,,,
"547","0","105","true","547","594","15","true",,,,
"548","0","105","true","548","567","15","true",,,,
"549","0","105","true","549","546","15","true",,,,
"550","0","105","true","550","528","15","true",,,,
"551","0","105","true","551","506","15","true",,,,
"552","0","105","true","552","497","15","true",,,,
"553","0","105","true","553","486","15","true",,,,
"554","0","105","true","554","461","15","true",,,,
"555","0","105","true","555","452","15","true",,,,
"556","0","105","true","556","409","15","true",,,,
"557","0","105","true","557","374","15","true",,,,
"558","0","105","true","558","345","15","true",,,,
"559","0","105","true","559","321","15","true",,,,
"560","0","105","true","560","324","15","true",,,,
"561","0","105","true","561","303","15","true",,,,
"562","0","105","true","562","287","15","true",,,,
"563","0","105","true","563","269","15","true",,,,
"564","0","105","true","564","259","15","true",,,,
"565","0","105","true","565","262","15","true",,,,
"566","0","105","true","566","243","15","true",,,,
"567","0","105","true","567","228","15","true",,,,
"568","0","105","true","568","214","15","true",,,,
"569","0","105","true","569","203","15","true",,,,
"570","0","105","true","570","189","15","true",,,,
"571","0","105","true","571","185","15","true",,,,
"572","0","105","true","572","181","15","true",,,,
"573","0","105","true","573","167","15","true",,,,
"574","0","105","true","574","158","15","true",,,,
"575","0","105","true","575","156","15","true",,,,
"576","0","105","true","576","153","15","true",,,,
"577","0","105","true","577","157","15","true",,,,
"578","0","105","true","578","142","15","true",,,,
"579","0","105","true","579","144","15","true",,,,
"580","0","105","true","580","142","15","true",,,,
"581","0","105","true","581","126","15","true",,,,
"582","0","105","true","582","120","15","true",,,,
"583","0","105","true","583","109","15","true",,,,
"584","0","105","true","584","104","15","true",,,,
"585","0","105","true","585","103","15","true",,,,
"586","0","105","true","586","107","15","true",,,,
"587","0","105","true","587","96","15","true",,,,
"588","0","105","true","588","94","15","true",,,,
"589","0","105","true","589","85","15","true",,,,
"590","0","105","true","590","77","15","true",,,,
"591","0","105","true","591","76","15","true",,,,
"592","0","105","true","592","72","15","true",,,,
"593","0","105","true","593","61","15","true",,,,
"594","0","105","true","594","62","15","true",,,,
"595","0","105","true","595","53","15","true",,,,
"596","0","105","true","596","53","15","true",,,,
"597","0","105","true","597","48","15","true",,,,
"598","0","105","true","598","45","15","true",,,,
"599","0","105","true","599","42","15","true",,,,
"600","0","105","true","600","42","15","true",,,,
"601","0","105","true","601","39","15","true",,,,
"602","0","105","true","602","33","15","true",,,,
"603","0","105","true","603","32","15","true",,,,
"604","0","105","true","604","31","15","true",,,,
"605","0","105","true","605","24","15","true",,,,
"606","0","105","true","606","24","15","true",,,,
"607","0","105","true","607","24","15","true",,,,
"608","0","105","true","608","23","15","true",,,,
"609","0","105","true","609","21","15","true",,,,
"610","0","105","true","610","21","15","true",,,,
"611","0","105","true","611","22","15","true",,,,
"612","0","105","true","612","23","15","true",,,,
"613","0","105","true","613","22","15","true",,,,
"614","0","105","true","614","22","15","true",,,,
"615","0","105","true","615","19","15","true",,,,
"616","0","105","true","616","18","15","true",,,,
"617","0","105","true","617","17","15","true",,,,
"618","0","105","true","618","15","15","true",,,,
"619","0","105","true","619","15","15","true",,,,
"620","0","105","true","620","14","15","true",,,,
"621","0","105","true","621","14","15","true",,,,
"622","0","105","true","622","17","15","true",,,,
"623","0","105","true","623","15","15","true",,,,
"624","0","105","true","624","13","15","true",,,,
"625","0","105","true","625","11","15","true",,,,
"626","0","105","true","626","14","15","true",,,,
"627","0","105","true","627","15","15","true",,,,
"628","0","105","true","628","12","15","true",,,,
"629","0","105","true","629","10","15","true",,,,
"630","0","105","true","630","8","15","true",,,,
"631","0","105","true","631","8","15","true",,,,
"632","0","105","true","632","8","15","true",,,,
"633","0","105","true","633","6","15","true",,,,
"634","0","105","true","634","5","15","true",,,,
"635","0","105","true","635","6","15","true",,,,
"636","0","105","true","636","6","15","true",,,,
"637","0","105","true","637","6","15","true",,,,
"638","0","105","true","638","6","15","true",,,,
"639","0","105","true","639","7","15","true",,,,
"640","0","105","true","640","7","15","true",,,,
"641","0","105","true","641","7","15","true",,,,
"642","0","105","true","642","6","15","true",,,,
"643","0","105","true","643","6","15","true",,,,
"644","0","105","true","644","7","15","true",,,,
"645","0","105","true","645","8","15","true",,,,
"646","0","105","true","646","8","15","true",,,,
"647","0","105","true","647","8","15","true",,,,
"648","0","105","true","648","8","15","true",,,,
"649","0","105","true","649","8","15","true",,,,
"650","0","105","true","650","7","15","true",,,,
"651","0","105","true","651","8","15","true",,,,
"652","0","105","true","652","9","15","true",,,,
"653","0","105","true","653","9","15","true",,,,
"654","0","105","true","654","9","15","true",,,,
"655","0","105","true","655","7","15","true",,,,
"656","0","105","true","656","7","15","true",,,,
"657","0","105","true","657","7","15","true",,,,
"658","0","105","true","658","7","15","true",,,,
"659","0","105","true","659","9","15","true",,,,
"660","0","105","true","660","9","15","true",,,,
"661","0","105","true","661","10","15","true",,,,
"662","0","105","true","662","9","15","true",,,,
"663","0","105","true","663","6","15","true",,,,
"664","0","105","true","664","6","15","true",,,,
"665","0","105","true","665","6","15","true",,,,
"666","0","105","true","666","5","15","true",,,,
"667","0","105","true","667","5","15","true",,,,
"668","0","105","true","668","5","15","true",,,,
"669","0","105","true","669","5","15","true",,,,
"670","0","105","true","670","5","15","true",,,,
"671","0","105","true","671","5","15","true",,,,
"672","0","105","true","672","5","15","true",,,,
"673","0","105","true","673","5","15","true",,,,
"674","0","105","true","674","4","15","true",,,,
"675","0","105","true","675","4","15","true",,,,
"676","0","105","true","676","6","15","true",,,,
"677","0","105","true","677","4","15","true",,,,
"678","0","105","true","678","3","15","true",,,,
"679","0","105","true","679","3","15","true",,,,
"680","0","105","true","680","3","15","true",,,,
"681","0","105","true","681","3","15","true",,,,
"682","0","105","true","682","3","15","true",,,,
"683","0","105","true","683","4","15","true",,,,
"684","0","105","true","684","5","15","true",,,,
"685","0","105","true","685","6","15","true",,,,
"686","0","105","true","686","4","15","true",,,,
"687","0","105","true","687","3","15","true",,,,
"688","0","105","true","688","3","15","true",,,,
"689","0","105","true","689","3","15","true",,,,
"690","0","105","true","690","2","15","true",,,,
"691","0","105","true","691","3","15","true",,,,
"692","0","105","true","692","3","15","true",,,,
"693","0","105","true","693","1","15","true",,,,
"694","0","105","true","694","0","15","true",,,,
